name,latitude,longitude,population
Monakam,48.78947,8.75026,1765
Hofstetten,48.00847,10.97114,1764
Koserow,54.05189,14.00197,1763
Groß Börnecke,51.88468,11.47032,1763
Adenbüttel,52.37984,10.45079,1762
Königstein,49.60854,11.63143,1761
Kettenkamp,52.58333,7.83333,1760
Bach,49.4,12.38333,1759
Untermerzbach,50.12754,10.85634,1759
Norddeich,53.61349,7.16043,1759
Heimertingen,48.03333,10.15,1758
Hedersleben,51.85943,11.25,1757
Martinshöhe,49.36667,7.48333,1757
Syrau,50.54297,12.07933,1754
Arneburg,52.67565,12.00514,1754
Wölpinghausen,52.41667,9.23333,1754
Franzburg,54.18501,12.8821,1754
Hain-Gründau,50.24284,9.14287,1753
Niedercunnersdorf,51.05398,14.6583,1753
Kettershausen,48.18333,10.26667,1753
Fleckeby,54.48333,9.7,1751
Langenneufnach,48.26667,10.6,1751
Juist,53.67787,6.99575,1751
Nieder-Gründau,50.21097,9.10801,1749
Leese,52.5,9.11667,1749
Kramerhof,54.35366,13.05412,1747
Holzheim,48.38333,10.1,1747
Flossenbürg,49.73333,12.35,1747
Börgerende-Rethwisch,54.14177,11.92528,1744
Haseldorf,53.6378,9.59151,1743
Damp,54.58469,10.01785,1743
Witzmannsberg,48.62224,13.49444,1742
Calvörde,52.39551,11.29463,1742
Holleben,51.44047,11.89915,1741
Völkenrode,52.30418,10.44079,1741
Haverlah,52.06667,10.16667,1741
Vockerode,51.84698,12.35208,1741
Berstadt,50.42606,8.86621,1740
Stoßdorf,50.78248,7.25126,1739
Feilbingert,49.76667,7.8,1739
Bidingen,47.82974,10.72623,1738
Hermersberg,49.31667,7.63333,1738
Stiefenhofen,47.5932,10.00365,1738
Saarhölzbach,49.51585,6.60742,1737
Guttau,51.25904,14.56132,1736
Kronburg,47.90432,10.1572,1736
Lichtenberg,51.18333,13.96667,1736
Aholfing,48.94283,12.46857,1735
Oelixdorf,53.92738,9.56383,1735
Kirchheim an der Weinstraße,49.53722,8.18083,1734
Spechbach,49.34639,8.88333,1734
Stadt Wehlen,50.95821,14.03091,1733
Ohmden,48.64599,9.52698,1733
Bayerbach,48.7045,12.2975,1733
Wistedt,53.26667,9.68333,1732
Ornbau,49.17623,10.65797,1730
Ostseebad Prerow,54.44469,12.57677,1728
Marienwerder,52.84208,13.59927,1728
Dollern,53.53333,9.55,1728
Katzweiler,49.5,7.7,1727
Hinterweidenthal,49.2,7.75,1727
Höfen an der Enz,48.8,8.58333,1726
Heiligenstedten,53.93264,9.47462,1724
Leubsdorf,50.55,7.3,1724
Mühlhausen,49.75443,10.77563,1723
Vinningen,49.15635,7.55191,1723
Hergensweiler,47.61667,9.78333,1723
Innernzell,48.8515,13.27539,1722
Blankensee,53.4039,13.26836,1720
Oberdachstetten,49.41667,10.43333,1720
Westheim,49.2464,8.32357,1720
Ottenhofen,48.21667,11.88333,1720
Könitz,50.64979,11.48809,1719
Röllbach,49.77306,9.24611,1719
Schlat,48.65321,9.70625,1719
Petersdorf,48.51667,11.03333,1719
Berlstedt,51.06142,11.24288,1718
Wilstedt,53.19493,9.09595,1718
Albisheim,49.64941,8.09442,1717
Pfaffenhofen,48.39334,11.20563,1717
Hornbach,49.18778,7.36883,1717
Zweiflingen,49.25639,9.51806,1716
Atting,48.89412,12.48776,1716
Hornhausen,52.0451,11.17104,1716
Stedesdorf,53.63333,7.66667,1715
Schellhorn,54.22952,10.29402,1714
Neupotz,49.11778,8.31944,1713
Drakenburg,52.68689,9.21083,1712
Wiesenthau,49.71326,11.13564,1711
Dürrlauingen,48.46666,10.4286,1710
Estorf,52.5885,9.14147,1709
Eresing,48.087,11.02388,1709
Westergellersen,53.23333,10.25,1709
Ruderatshofen,47.81667,10.58333,1709
Alerheim,48.85,10.61667,1708
Beesten,52.43333,7.5,1707
Altenahr,50.51694,6.99206,1707
Pinnow,53.60164,11.54577,1706
Triebel,50.37153,12.12118,1705
Trebgast,50.06667,11.55,1704
Breese,53.0,11.8,1703
Stadtprozelten,49.78466,9.41184,1702
Quitzdorf,51.28333,14.76667,1702
Tettenweis,48.44281,13.26955,1702
Hochstadt am Main,50.15009,11.17116,1702
Oberröblingen,51.43705,11.3075,1701
Hemdingen,53.76667,9.83333,1700
Schaalby,54.55,9.63333,1700
Rohrbach,49.13667,8.12861,1699
Mühlenbach,48.25,8.11667,1698
Stützerbach,50.63333,10.86667,1698
Bobbau,51.68747,12.27253,1697
Fahrenkrug,53.95,10.25,1697
Attenweiler,48.13333,9.7,1696
Zinna,51.5679,12.95354,1696
Zernien,53.06845,10.88325,1695
Dürbheim,48.05623,8.79344,1694
Ködnitz,50.1,11.53333,1694
Böbing,47.75562,10.98877,1694
Blindheim,48.63138,10.61992,1693
Ellenberg,49.01667,10.21667,1693
Friesenhagen,50.90377,7.80961,1692
Schuntersdlg - West,52.29511,10.54182,1691
Ostseebad Dierhagen,54.29243,12.35799,1691
Kleinlangheim,49.77087,10.2843,1691
Pronstorf,53.95,10.46667,1690
Bliedersdorf,53.48333,9.56667,1689
Oberstreu,50.40338,10.28775,1689
Hollstadt,50.35,10.3,1688
Pretzsch,51.71466,12.80663,1688
Marktbergel,49.44156,10.36355,1687
Elsnig,51.61024,12.92833,1687
Ehrenburg,52.75,8.7,1686
Burggen,47.77689,10.81724,1686
Heemsen,52.7,9.26667,1686
Nortmoor,53.24608,7.57178,1685
Großensee,53.61263,10.33961,1684
Emtinghausen,52.93333,8.96667,1684
Sennewitz,51.54326,11.95218,1684
Gerolsheim,49.54778,8.26389,1684
Zerf,49.6,6.68333,1683
Haselbach,48.64564,13.38956,1683
Blankenbach,50.06667,9.23333,1683
Stulln,49.41667,12.13333,1683
Obersüßbach,48.61667,11.95,1682
Framersheim,49.75806,8.17417,1682
Kroppenstedt,51.94211,11.30841,1681
Wörlitz,51.84172,12.42116,1681
Finningen,48.65452,10.49864,1681
Gernrode,51.4,10.4,1680
Wandersleben,50.89946,10.84959,1679
Röttingen,49.50969,9.97082,1679
Bergwitz,51.79479,12.58954,1679
Leezen,53.86667,10.25,1677
Siegelsbach,49.26972,9.08972,1677
Aiglsbach,48.69211,11.70831,1677
Deilingen,48.1741,8.78533,1676
Ronsberg,47.8958,10.41571,1675
Pouch,51.62324,12.40133,1675
Krummennaab,49.83333,12.1,1675
Banteln,52.06667,9.75,1674
Rodleben,51.89607,12.20061,1673
Unterreit,48.11667,12.33333,1673
Jugenheim,49.89362,8.08468,1673
Fischbach,49.08771,7.7116,1672
Niederfüllbach,50.22002,10.99086,1672
Etzenricht,49.63333,12.1,1672
Albig,49.77361,8.12139,1672
Gudow,53.55556,10.77021,1668
Gundersheim,49.69611,8.2025,1668
Püchersreuth,49.75,12.23333,1667
Krauthausen,51.01667,10.26667,1667
Ahnsbeck,52.61071,10.28534,1667
Alpenrod,50.63333,7.86667,1664
Sommerhausen,49.70361,10.02605,1664
Saulgrub,47.66643,11.02469,1664
Huisheim,48.8251,10.70331,1663
Schlaitdorf,48.60431,9.22268,1663
Reichertsheim,48.2,12.28333,1662
Wölfis,50.80825,10.77905,1662
Reichling,47.9228,10.92847,1662
Enkirch,49.98434,7.12997,1662
Hofstetten,48.25846,8.06595,1661
Marktschorgast,50.09475,11.65465,1660
Dombühl,49.25349,10.28542,1660
Mertesdorf,49.77212,6.7329,1658
Burglauer,50.27645,10.17939,1658
Schobüll,54.5092,9.00621,1658
Eurasburg,48.33333,11.08333,1657
Nübbel,54.26667,9.61667,1656
Osann-Monzel,49.91667,6.95,1655
Brackel,53.29974,10.0486,1653
Sieverstedt,54.64145,9.46949,1653
Oberweißbach,50.58231,11.14382,1653
Mönchenholzhausen,50.96667,11.15,1652
Lunden,54.33131,9.02523,1652
Bayerbach,48.41017,13.14411,1651
Steinkirchen,53.56601,9.61111,1650
Niederklein,50.794,8.99694,1650
Frankleben,51.31144,11.92932,1650
Erlenmoos,48.0653,9.97567,1650
Seeburg,51.56667,10.15,1649
Oberottmarshausen,48.23716,10.85754,1648
Hochstetten-Dhaun,49.8,7.5,1648
Eschenlohe,48.01731,12.03012,1647
Büchenbeuren,49.92097,7.27999,1647
Billbrook,53.52967,10.09463,1646
Argenthal,49.96667,7.6,1645
Hormersdorf,50.67406,12.88194,1645
Höhnstedt,51.50268,11.73844,1645
Postau,48.65,12.33333,1644
Niederelbert,50.40775,7.8099,1642
Marnheim,49.63278,8.04,1642
Artlenburg,53.37182,10.48793,1640
Crawinkel,50.78333,10.78333,1640
Ziltendorf,52.20608,14.62411,1639
Fischerbach,48.28687,8.10959,1639
Lieberose,51.98491,14.29987,1638
Hermsdorf,52.1874,11.47556,1638
Aub,49.55267,10.0653,1637
Rentweinsdorf,50.06342,10.79922,1637
Minfeld,49.07167,8.14528,1637
Luisenthal,49.24932,6.90057,1636
Gröden,51.4,13.56667,1636
Trogen,50.36667,11.95,1636
Niederwangen,47.67192,9.7988,1635
Schapen,52.28045,10.60524,1635
Volkenschwand,48.6,11.88333,1634
Langsur,49.72442,6.49906,1634
Euerdorf,50.14853,10.02331,1632
Wattenheim,49.52167,8.06167,1632
Kamp-Bornhofen,50.22282,7.62364,1632
Tschernitz,51.58333,14.61667,1630
Mittelstetten,48.25,11.1,1630
Eching,48.07991,11.11336,1630
Neckarzimmern,49.31917,9.13278,1629
Bösdorf,54.14039,10.49062,1629
Oberbergkirchen,48.3,12.38333,1629
Greußenheim,49.81667,9.76667,1628
Clausen,49.26075,7.6773,1626
Oberhof,50.70435,10.72716,1626
Lützow,53.65345,11.17582,1626
Schönecken,50.15909,6.4682,1625
Ummern,52.59111,10.43195,1625
Böbrach,48.93322,12.88304,1622
Retzstadt,49.9125,9.88194,1622
Völpke,52.13865,11.09877,1622
Grafenwiesen,49.2,12.88333,1622
Letzlingen,52.44615,11.48518,1622
Cornberg,51.0416,9.86051,1621
Wippra,51.573,11.27498,1621
Sandesneben,53.68333,10.5,1620
Buckow,52.5661,14.07429,1619
Buchdorf,48.78333,10.83333,1619
Hahnheim,49.86083,8.23694,1619
Rastow,53.45709,11.43145,1618
Klietz,52.66835,12.06812,1618
Wallhausen,49.88333,7.76667,1617
Kurort Oybin,50.84105,14.74124,1617
Offenhausen,49.44971,11.41316,1616
Gerdau,52.96667,10.41667,1614
Pittenhart,47.97724,12.38997,1614
Bevenrode,52.34026,10.57743,1613
Zscherben,51.33576,11.96969,1613
Marloffstein,49.61794,11.06323,1612
Ließem,50.64752,7.15877,1611
Seggebruch,52.3005,9.09462,1611
Brunnen,48.22956,10.97332,1609
Wilsum,52.53333,6.85,1608
Pfarrweisach,50.15,10.73333,1608
Altenthann,49.1,12.3,1607
Neutrebbin,52.66482,14.22802,1607
Wipperdorf,51.4556,10.64388,1606
Brande-Hörnerkirchen,53.85,9.71667,1606
Rettenbach,48.45881,10.35238,1606
Duggendorf,49.11667,11.91667,1605
Weitenhagen,54.05372,13.40998,1604
Neues Hochschulviertel,52.2812,10.5435,1602
Panker,54.33333,10.56667,1601
Hiltpoltstein,49.66075,11.32272,1601
Bayrischzell,47.6744,12.01449,1601
Staudernheim,49.77675,7.6889,1601
Oberrotweil,48.0899,7.63601,1600
Schwalbach,50.49672,8.46943,1600
Stadtkyll,50.35,6.53333,1600
Merkenbach,50.65626,8.29513,1600
Ennetach,48.05238,9.3201,1600
Obermeitingen,48.14685,10.80626,1600
Zscherben,51.46709,11.87058,1600
Haunsheim,48.59977,10.37401,1599
Rottleberode,51.51636,10.94658,1599
Wendisch Evern,53.21667,10.46667,1597
Freckenfeld,49.065,8.11389,1597
Brey,50.27253,7.62645,1596
Saal an der Saale,50.31673,10.35769,1595
Vestenbergsgreuth,49.68764,10.65157,1595
Südergellersen,53.21667,10.3,1595
Dachwig,51.0777,10.85479,1594
Zappendorf,51.51024,11.79514,1592
Schornsheim,49.84583,8.175,1590
Willanzheim,49.68011,10.23248,1590
Lalling,48.84525,13.14008,1589
Neukamperfehn,53.33642,7.56189,1587
Mehltheuer,50.5453,12.037,1587
Birlenbach,50.35815,8.00273,1587
Wain,48.18904,10.0209,1586
Stapelfeld,53.6,10.21667,1586
Beesenlaublingen,51.71274,11.69729,1586
Atzendorf,51.91954,11.59906,1586
Weibern,50.40808,7.14669,1585
Groß Kiesow,54.01261,13.47851,1585
Altenmedingen,53.1305,10.60163,1585
Erlabrunn,49.85972,9.84417,1584
Laugna,48.53333,10.7,1583
Hurlach,48.11838,10.81115,1582
Wulfsen,53.3,10.15,1582
Maierhöfen,47.65,10.05,1582
Westensee,54.27452,9.89584,1582
Pfronstetten,48.27641,9.35995,1581
Kasseedorf,54.16667,10.71667,1581
Partenheim,49.88389,8.08222,1581
Serrig,49.57519,6.57454,1580
Wulkenzin,53.54445,13.16921,1579
Dattenberg,50.55362,7.29393,1579
Altrich,49.95701,6.91217,1579
Küllstedt,51.27582,10.2804,1578
Hemslingen,53.08333,9.6,1578
Zarpen,53.86667,10.51667,1577
Oberstadion,48.18596,9.69241,1577
Urbach-Überdorf,50.5569,7.58695,1577
Vrees,52.88333,7.76667,1577
Kromsdorf,51.0,11.36667,1577
Heeßen,52.23211,9.09642,1576
Siersleben,51.60411,11.54334,1575
Schermen,52.23206,11.81382,1575
Limbach,50.58333,12.25,1574
Mitteleschenbach,49.21186,10.79784,1573
Ahlden,52.75968,9.55115,1573
Neuenkirchen,53.23173,8.52665,1572
Bad Neualbenreuth,49.98037,12.44373,1572
Nonnenhorn,47.57386,9.61038,1570
Lübstorf,53.72561,11.41471,1570
Deensen,51.86053,9.59322,1570
Glashütten,49.88739,11.4487,1569
Neubörger,52.95815,7.44839,1568
Adelshofen,48.18333,11.11667,1568
Sankt Englmar,49.00298,12.82658,1568
Heinbockel,53.57457,9.32644,1568
Spornitz,53.40749,11.71864,1568
Esthal,49.38333,7.98333,1567
Hohenberg an der Eger,50.09501,12.22008,1567
Oberreute,47.56303,9.94449,1566
Mönchsroth,49.01851,10.35856,1566
Barkelsby,54.5,9.83333,1564
Jüchsen,50.47993,10.50183,1563
Haßbergen,52.73333,9.23333,1563
Schwenningen,48.1,9.0,1563
Oppin,51.55136,12.03274,1563
Grabenstetten,48.52397,9.46155,1562
Pracht,50.76031,7.64871,1562
Rantrum,54.44062,9.12872,1562
Etzelwang,49.5276,11.58603,1562
Langendernbach,50.54045,8.04814,1560
Tauscha,51.26667,13.8,1559
Albaching,48.11011,12.11074,1558
Bergen an der Dumme,52.89109,10.95629,1558
Thalheim,51.65268,12.22756,1558
Winterhausen,49.70683,10.01661,1558
Achtrup,54.79053,9.02848,1557
Selzen,49.86056,8.25528,1557
Drübeck,51.8582,10.71839,1557
Oberndorf,53.75,9.15,1556
Gingst,54.45654,13.25737,1554
Obernheim,48.16297,8.86113,1554
Roth,50.7623,7.70016,1554
Beckedorf,52.35,9.31667,1553
Fürfeld,49.77737,7.89264,1553
Otterwisch,51.2,12.61667,1552
Strande,54.43333,10.16667,1552
Bollendorf,49.85268,6.35795,1552
Mettenheim,49.74,8.32583,1551
Hohenwarsleben,52.17898,11.49994,1550
Frose,51.79581,11.37914,1549
Elstertrebnitz,51.15,12.23333,1549
Emkendorf,54.26667,9.85,1548
Tirpersdorf,50.43333,12.25,1548
Dexheim,49.84722,8.31667,1547
Neuerburg,50.00102,6.94828,1545
Wolmirsleben,51.95,11.48333,1544
Priesendorf,49.9075,10.71183,1544
Hohenburg,49.29507,11.79906,1544
Remlingen,49.80477,9.69484,1543
Kleinsendelbach,49.59558,11.15773,1542
Hiltenfingen,48.16085,10.7175,1541
Gremsdorf,49.69506,10.83218,1541
Zwota,50.35103,12.42241,1541
Leißling,51.1826,11.90954,1541
Werftpfuhl,52.66014,13.79351,1540
Großhennersdorf,50.98597,14.78776,1539
Basdahl,53.44502,9.00025,1539
Schneizlreuth,47.68333,12.8,1538
Oberlichtenau,51.21875,13.98992,1538
Irsch,49.60487,6.59547,1538
Wewelsfleth,53.85,9.4,1538
Soderstorf,53.14275,10.14807,1536
Thune,52.33261,10.51048,1536
Großlangheim,49.7562,10.24065,1536
Rödelsee,49.7284,10.2436,1536
Stralendorf,53.57498,11.30356,1536
Tännesberg,49.53182,12.32765,1536
Tannenbergsthal,50.43665,12.45754,1536
Seebach,48.57621,8.17048,1535
Neu Darchau,53.22901,10.88529,1535
Breiholz,54.20554,9.52371,1535
Hartenstein,49.6,11.51667,1534
Bell,50.38333,7.23333,1534
Mertloch,50.26948,7.30814,1534
Deisenhausen,48.25554,10.32698,1533
Paunzhausen,48.47486,11.56463,1533
Süstedt,52.86165,8.92213,1533
Kayna,50.99414,12.2371,1532
Krummesse,53.78333,10.65,1532
Weingarten,49.25946,8.2862,1532
Pfakofen,48.85822,12.22744,1531
Bullay,50.05448,7.1373,1531
Eppenbrunn,49.11667,7.56667,1530
Sonnen,48.68333,13.71667,1528
Hähnichen,51.3654,14.86098,1528
Poxdorf,49.93642,11.12211,1528
Dranske,54.63118,13.22831,1527
Berg,50.55523,6.94886,1527
Riestedt,51.49496,11.36023,1526
Görzke,52.17179,12.37506,1526
Bell,50.06139,7.41515,1526
Steeden,50.41539,8.12748,1526
Böttingen,48.1,8.8,1525
Lauenhagen,52.35547,9.20637,1524
Friesenried,47.87477,10.53464,1523
Niedermohr,49.45899,7.46955,1523
Rammenau,51.15,14.13333,1522
Günzach,47.82491,10.43547,1522
Wiemersdorf,53.95815,9.90297,1520
Schopp,49.35,7.68333,1520
Langeneichstädt,51.34537,11.7433,1520
Trossin,51.61667,12.81667,1519
Löf,50.23333,7.43333,1519
Geusa,51.33914,11.94382,1519
Queis,51.47626,12.13455,1518
Simmern,50.38914,7.67396,1518
Maring-Noviand,49.93333,7.0,1518
Rühme - Lincolnsdlg.,52.3071,10.52032,1517
Ascha,49.0,12.63333,1517
Untrasried,47.83333,10.38333,1515
Dedelstorf,52.7,10.5,1515
Daisendorf,47.71265,9.26783,1514
Großbodungen,51.47572,10.48104,1514
Merxheim,49.79297,7.5601,1514
Kleinschmalkalden,50.79631,10.47489,1514
Bennstedt,51.48201,11.8262,1514
Treia,54.5,9.31667,1514
Seelingstädt,50.77266,12.24361,1513
Ostenfeld,54.464,9.2343,1512
Freudenburg,49.54348,6.53292,1512
Friedersdorf,51.02416,14.56246,1512
Hohenfurch,47.85,10.9,1512
Sankt Goarshausen,50.15839,7.71374,1511
Klitten,51.35109,14.60526,1510
Wasserleben,51.92089,10.7567,1509
Leubnitz,50.72313,12.3566,1509
Teugn,48.89299,12.01175,1508
Georgenberg,49.70297,12.42082,1507
Wolfsegg,49.10731,11.9781,1506
Gielow,53.69756,12.74521,1506
Sukow,53.54428,11.56194,1505
Crinitz,51.73333,13.76667,1504
Stubenberg,48.31667,13.08333,1503
Gremersdorf,54.33333,10.93333,1502
Eisenburg,48.01404,10.2087,1502
Gundremmingen,48.5,10.4,1502
Langballig,54.8,9.63333,1502
Wieda,51.634,10.58704,1501
Jagsthausen,49.31056,9.46833,1500
Ladelund,54.84084,9.02135,1500
Hilbersdorf,50.854,12.94776,1500
Martinhagen,51.28688,9.28611,1500
Friedelsheim,49.44694,8.22306,1499
Wincheringen,49.60904,6.42597,1499
Blomberg,53.57678,7.55824,1498
Adelzhausen,48.35671,11.13851,1498
Mönchsdeggingen,48.77605,10.58043,1497
Langenmosen,48.60658,11.21378,1496
Schwarzhofen,49.37749,12.3449,1496
Weißenborn-Lüderode,51.5319,10.41889,1495
Tülau,52.57578,10.87818,1494
Kadenbach,50.38333,7.73333,1494
Schaufling,48.85,13.06667,1494
Rümmingen,47.6412,7.64198,1494
Pechbrunn,49.96667,12.16667,1493
Gillenfeld,50.1279,6.90383,1493
Schwaförden,52.73775,8.83026,1493
Niemberg,51.55035,12.09089,1492
Klein Rönnau,53.96667,10.31667,1492
Kirchworbis,51.41122,10.39625,1491
Langenorla,50.74067,11.58023,1490
Dersum,52.96112,7.27394,1490
Sierksdorf,54.06667,10.76667,1489
Kessin,53.72928,13.30773,1489
Bechtolsheim,49.80417,8.19389,1489
Westendorf,48.57209,10.84049,1489
Rohrenfels,48.68654,11.15619,1489
Schnega,52.8913,10.89226,1488
Haidmühle,48.82565,13.77649,1488
Kottgeisering,48.11667,11.13333,1488
Uchtspringe,52.54011,11.59959,1487
Ölper,52.28638,10.49924,1486
Hainsfarth,48.95839,10.62491,1486
Freienwill,54.72752,9.49414,1486
Plötzkau,51.75,11.68333,1486
Estorf,53.57601,9.20271,1484
Destedt,52.23801,10.71063,1482
Weißkeißel,51.49405,14.71515,1481
Jesenwang,48.16667,11.13333,1480
Burgpreppach,50.14149,10.64977,1480
Oberschweinbach,48.23817,11.15571,1480
Schönstedt,51.12,10.57743,1479
Baalberge,51.76469,11.7988,1479
Teicha,51.55887,11.95482,1479
Ayl,49.63333,6.55,1479
Schwenningen,48.65,10.65,1478
Gönnheim,49.44806,8.23861,1478
Hohenwarthe,52.22968,11.71528,1475
Reichenbach-Steegen,49.5,7.55,1474
Winklarn,49.42688,12.47986,1473
Büsingen,47.69638,8.68759,1473
Dellfeld,49.23397,7.47399,1472
Gräfenhain,50.81667,10.7,1472
Seulingen,51.54129,10.16263,1472
Schweigen-Rechtenbach,49.05314,7.95638,1472
Lehmkuhlen,54.23333,10.36667,1472
Gammelsdorf,48.55,11.95,1471
Schirnding,50.08205,12.22742,1471
Lehmen,50.28333,7.45,1470
Luisenthal,50.78333,10.73333,1470
Wülfershausen,50.33201,10.34084,1469
Jungingen,48.32787,9.04095,1469
Ermlitz,51.39182,12.15946,1468
Drangstedt,53.61359,8.75576,1467
Mühlanger,51.85,12.75,1467
Kluse,52.93633,7.34093,1466
Wendisch Rietz,52.21613,14.00845,1466
Nennslingen,49.04709,11.13052,1465
Burgwindheim,49.82733,10.59631,1465
Niederdorla,51.16025,10.4482,1464
Münchsteinach,49.63937,10.59502,1463
Lutzerath,50.12695,7.0074,1463
Hartmannsdorf,50.75804,12.42687,1462
Waabs,54.53333,9.98333,1462
Roigheim,49.36472,9.34,1462
Lassan,53.94874,13.85219,1462
Niederneisen,50.33333,8.05,1462
Leiwen,49.81667,6.88333,1460
Bösenbrunn,50.39703,12.09998,1460
Dennheritz,50.81412,12.46519,1460
Niederbreitbach,50.53051,7.42099,1459
Gräfendorf,50.12267,9.7405,1459
Schloßvippach,51.10499,11.14512,1459
Salgen,48.13069,10.4789,1459
Garstedt,53.28467,10.16137,1459
Seibersbach,49.96667,7.71667,1457
Abtsdorf,51.88984,12.72526,1457
Weyerbusch,50.71667,7.55,1456
Uichteritz,51.20652,11.92215,1455
Aislingen,48.50648,10.45778,1455
Eddelak,53.95,9.15,1455
Mehrstetten,48.37609,9.566,1454
Langenhahn,50.58333,7.91667,1454
Obersöchering,47.73333,11.21667,1454
Wendelsheim,49.76667,8.0,1453
Thür,50.35692,7.27689,1450
Ruppertsweiler,49.19707,7.68957,1449
Sterup,54.7265,9.73572,1449
Küsten,52.97779,11.0624,1449
Hilgert,50.45634,7.68735,1448
Mötzing,48.8935,12.37361,1447
Borgstedt,54.33268,9.70954,1446
Wallgau,47.51667,11.28333,1446
Sielenbach,48.4,11.16667,1446
Witzhave,53.56667,10.33333,1446
Gossersweiler-Stein,49.15,7.93333,1445
Wiesthal,50.03333,9.43333,1445
Steinbergkirche,54.75463,9.76069,1445
Ernsgaden,48.73333,11.58333,1445
Wackerow,53.67683,12.98164,1445
Bollingstedt,54.59229,9.41738,1445
Störnstein,49.73232,12.20547,1445
Kirchlauter,50.0443,10.71776,1445
Wört,49.03047,10.27239,1444
Sankt Leonhard am Wonneberg,47.91533,12.71926,1443
Todtenweis,48.51712,10.92856,1443
Otter,53.24015,9.74247,1443
Saal,54.31051,12.49935,1442
Großenstein,50.9,12.2,1441
Missen-Wilhams,47.6,10.11667,1441
Pfofeld,49.1059,10.83664,1441
Norheim,49.81091,7.81478,1438
Buttlar,50.7577,9.95277,1437
Blankenheim,51.50717,11.42878,1436
Hirschfeld,51.38333,13.61667,1436
Heiligenroth,50.45,7.86667,1435
Emersacker,48.48965,10.6738,1435
Unterammergau,47.61658,11.02718,1435
Kottweiler-Schwanden,49.48333,7.53333,1435
Rümmelsheim,49.93307,7.85977,1435
Weißandt-Gölzau,51.6707,12.07338,1434
Sohland am Rotstein,51.11643,14.78372,1433
Weiltingen,49.03878,10.45052,1433
Apfelstädt,50.90157,10.88977,1433
Veckenstedt,51.90113,10.73203,1433
Eldena,53.23191,11.41804,1432
Sommerach,49.82923,10.20792,1432
Rothenstein,50.85,11.6,1432
Borkwalde,52.25,12.83333,1432
Tucheim,52.28923,12.18423,1431
Nohra,50.96136,11.25971,1430
Waake,51.55637,10.05713,1429
Richtenberg,54.20131,12.89409,1429
Inning am Holz,48.34687,12.07506,1429
Kleinaitingen,48.2185,10.86923,1428
Borstel,52.67034,8.96896,1427
Emmering,47.99762,12.05642,1427
Malliß,53.21132,11.32716,1427
Finsterbergen,50.83464,10.58916,1426
Gammelshausen,48.64023,9.65072,1426
Oberschwarzach,49.86051,10.40999,1425
Dibbesdorf,52.30092,10.60213,1425
Grattersdorf,48.80364,13.15372,1424
Dahlenwarsleben,52.19519,11.53736,1424
Geslau,49.36643,10.31528,1424
Außernzell,48.72409,13.20291,1423
Nottensdorf,53.48333,9.6,1423
Breitbrunn,48.0432,12.15431,1423
Ebertsheim,49.56833,8.10861,1423
Wittnau,47.95,7.81667,1423
Evessen,52.18888,10.71081,1422
Zurow,53.86429,11.61434,1421
Dabel,53.66112,11.90025,1419
Dümmer,53.57629,11.20497,1419
Niederschönenfeld,48.71667,10.93333,1419
Busenberg,49.13024,7.8293,1418
Trinwillershagen,54.25048,12.62312,1418
Lübow,53.85256,11.5244,1418
Nahrendorf,53.17389,10.81381,1417
Frauenneuharting,48.03873,12.0478,1416
Ruppertsberg,49.40028,8.19611,1416
Wechingen,48.89229,10.61331,1416
Hattenhofen,48.22231,11.11551,1415
Borne,51.94881,11.55865,1415
Hasloch,49.79194,9.49361,1414
Bubesheim,48.43333,10.25,1414
Mielkendorf,54.28333,10.05,1414
Rattiszell,49.02573,12.65924,1412
Buttelstedt,51.0765,11.34353,1411
Perkam,48.85528,12.43979,1411
Kunreuth,50.23321,11.53119,1411
Altenkirchen,49.44313,7.32084,1410
Hohenpolding,48.38333,12.13333,1410
Wimmelburg,51.52069,11.50696,1410
Aufseß,49.8837,11.22692,1410
Golzow,52.27617,12.60052,1409
Mehlmeisel,49.97421,11.862,1409
Großweil,47.67598,11.30108,1409
Malborn,49.71667,6.98333,1408
Altdorf,48.59421,9.27165,1407
Kastl,49.83333,11.9,1407
Kasbach-Ohlenberg,50.58333,7.26667,1406
Trabitz,49.8,11.9,1406
Kirchenpingarten,49.93333,11.78333,1405
Karbach,49.86701,9.63806,1403
Weselberg,49.33662,7.6078,1402
Stolberg,51.57426,10.95582,1401
Klotten,50.16667,7.2,1401
Groß Ammensleben,52.23279,11.52195,1400
Hüttisheim,48.27965,9.94246,1400
Britten,49.52061,6.67651,1400
Stöckse,52.64067,9.34027,1400
Laudenbach,49.74583,9.17611,1399
Üxheim,50.35,6.75,1399
Schwarza,50.85386,11.32433,1398
Köngernheim,49.84583,8.24667,1398
Wesseln,54.20985,9.07644,1398
Steinhorst,52.68333,10.4,1397
Mariaposching,48.83333,12.8,1397
Hammerbrücke,50.43504,12.415,1395
Pölzig,50.95,12.2,1395
Bruckberg,49.35991,10.69924,1394
Brockel,53.1,9.51667,1394
Gutenstetten,49.61667,10.63333,1393
Appenheim,49.93,8.03333,1393
Großniedesheim,49.57528,8.31222,1392
Allermöhe,53.48806,10.11588,1392
Wittmar,52.12969,10.64,1391
Kellmünz,48.12159,10.12811,1391
Niederwerth,50.4,7.61667,1391
Lachen,47.9459,10.23943,1390
Gartow,53.0247,11.462,1389
Weng,48.65866,12.36927,1389
Wallerfing,48.68416,12.88035,1388
